" ","2016-03-23","FMA","TG"," ","TG300"," ","051","ATRRY6304-40S2M144+171#","1000","1" 
" ","2016-03-23","FMA","TG"," ","TG300"," ","052","ATRRY6304-40S2M146#","4800","2" 
" ","2016-03-23","FMA","TG"," ","TG300"," ","053","ATRRY6304-40S2M172+151#","700","1" 
" ","2016-03-23","FMA","TG"," ","TG300"," ","054","ATRRY6304-40S2M190+171#","400","1" 
" ","2016-03-23","FMA","TG"," ","TG300"," ","055","ATRRY6304-40S2M200+171#","700","1" 
" ","2016-03-23","FMA","TG"," ","TG300"," ","056","ATRRY6304-40S2M236+171#","1800","1" 
" ","2016-03-23","FMA","TG"," ","TG300"," ","057","ATRRY6304-40S2M244+171#","2100","1" 
" ","2016-03-23","FMA","TG"," ","TG300"," ","058","ATRRY6304-40S2M310+153#","100","1" 
" ","2016-03-23","FMA","TG"," ","TG300"," ","059","ATRRY6304-60S2M156+151#","1000","1" 
" ","2016-03-23","FMA","TG"," ","TG300"," ","060","ATRRY6304-60S2M156+171#","1900","1" 
" ","2016-03-23","FMA","TG"," ","TG300"," ","061","ATRRY6304-60S2M156+171#","500","1" 
" ","2016-03-23","FMA","TG"," ","TG300"," ","062","ATRRY6304-60S2M188+151#","3100","2" 
" ","2016-03-23","FMA","TG"," ","TG300"," ","063","ATRRY6304-60S2M200#","2300","1" 
" ","2016-03-23","FMA","TG"," ","TG300"," ","064","ATRRY6304-80S2M460+171#","500","1" 
" ","2016-03-23","FMA","TG"," ","TG300"," ","065","ATRRY6304-80S2M460+171#","600","1" 
" ","2016-03-23","FMA","TG"," ","TG300"," ","066","ATRRY6304-80S2M460+171#","1200","2" 
" ","2016-03-23","FMA","TG"," ","TG300"," ","067","ATRRY6304-80S2M460+171#","900","1" 
" ","2016-03-23","FMA","TG"," ","TG200"," ","068","ATRRY6304-20S2M94+153#","4100","1" 
" ","2016-03-23","FMA","TG"," ","TG200"," ","069","ATRRY6304-30S2M118#","600","1" 
" ","2016-03-23","FMA","TG"," ","TG200"," ","070","ATRRY6304-30S2M74+153#","1100","1" 
" ","2016-03-23","FMA","TG"," ","TG200"," ","071","ATRRY6304-30S2M74+153#","1100","1" 
" ","2016-03-23","FMA","TG"," ","TG200"," ","072","ATRRY6304-30S2M78+153#","1200","1" 
" ","2016-03-23","FMA","TG"," ","TG200"," ","073","ATRRY6304-30S2M78+171#","1800","1" 
" ","2016-03-23","FMA","TG"," ","TG200"," ","074","ATRRY6304-40S2M102#","1900","1" 
" ","2016-03-23","FMA","TG"," ","TG200"," ","075","ATRRY6304-40S2M112+171#","1900","1" 
" ","2016-03-23","FMA","TG"," ","TG200"," ","076","ATRRY6304-40S2M114+171#","1700","1" 
" ","2016-03-23","FMA","TG"," ","TG200"," ","077","ATRRY6304-40S2M118#","900","1" 
" ","2016-03-23","FMA","TG"," ","TG200"," ","078","ATRRY6304-40S2M120+171#","1800","1" 
" ","2016-03-23","FMA","TG"," ","TG200"," ","079","ATRRY6304-40S2M130+171#","1500","1" 
" ","2016-03-23","FMA","TG"," ","TG200"," ","080","ATRRY6304-40S2M134+171#","900","1" 
" ","2016-03-23","FMA","TG"," ","TG200"," ","081","ATRRY6304-40S2M76#","300","1" 
" ","2016-03-23","FMA","TG"," ","TG200"," ","082","ATRRY6304-40S2M76+153#","800","1" 
" ","2016-03-23","FMA","TG"," ","TG200"," ","083","ATRRY6304-60S2M124+171#","1900","1" 
